,tier,blue_kill,blue_firstBlood,blue_gold,blue_towers,blue_firstTower,blue_firstDragon,first_dragon,blue_firstRiftHerald,gold_diff,rift_herald,dragons_count,fire_dragon,water_dragon,air_dragon,earth_dragon,blue_win
1157,SILVER,4,0,21396,0,0,0,,1,-2887,1,0,0,0,0,0,0
1158,SILVER,12,0,24562,1,1,1,FIRE_DRAGON,1,4141,0,1,1,0,0,0,1
1159,SILVER,17,1,27590,2,1,1,AIR_DRAGON,0,3490,0,1,0,0,1,0,0
1160,SILVER,7,0,21480,0,0,0,,0,-2394,0,0,0,0,0,0,0
1161,SILVER,5,1,19687,0,0,1,FIRE_DRAGON,0,-2016,0,1,1,0,0,0,0
1162,SILVER,1,1,5047,0,0,0,,0,1138,0,0,0,0,0,0,1
1163,SILVER,8,1,20910,0,0,0,,0,-4064,0,0,0,0,0,0,0
1164,SILVER,9,0,22851,0,0,1,FIRE_DRAGON,0,-1364,0,1,1,0,0,0,0
1165,SILVER,5,0,19861,0,0,0,,0,-5371,0,0,0,0,0,0,0
1166,SILVER,6,0,20508,0,0,0,,0,-4127,0,0,0,0,0,0,0
1167,SILVER,10,0,24632,0,0,0,,0,-199,0,0,0,0,0,0,0
1168,SILVER,9,1,23228,1,1,0,,1,340,1,1,0,1,0,0,1
1169,SILVER,10,0,20971,0,0,1,,0,-2074,0,0,0,0,0,0,1
1170,SILVER,6,0,19381,0,0,0,,0,-6626,0,0,0,0,0,0,0
1171,SILVER,9,1,21282,0,0,0,,0,-1782,0,0,0,0,0,0,0
1172,SILVER,4,0,19191,0,0,0,,0,-3594,0,0,0,0,0,0,0
1173,SILVER,11,1,25310,0,1,0,,1,3088,0,0,0,0,0,0,1
1174,SILVER,11,1,22382,0,1,1,FIRE_DRAGON,0,2061,0,1,1,0,0,0,1
1175,SILVER,9,0,22611,0,0,0,,0,983,0,1,0,1,0,0,1
1176,SILVER,9,1,22039,0,1,1,FIRE_DRAGON,0,1739,0,1,1,0,0,0,1
1177,SILVER,13,1,23761,0,0,1,AIR_DRAGON,0,89,0,1,0,0,1,0,0
1178,SILVER,17,0,27893,2,1,1,FIRE_DRAGON,1,7455,0,1,1,0,0,0,1
1179,SILVER,7,1,21531,0,0,0,,0,-1483,0,0,0,0,0,0,1
1180,SILVER,8,0,22130,0,0,1,AIR_DRAGON,1,-2733,1,1,0,0,1,0,0
1181,SILVER,8,1,22544,0,1,0,,1,1736,0,0,0,0,0,0,1
1182,SILVER,5,1,20654,0,0,0,,1,-3039,1,0,0,0,0,0,0
1183,SILVER,15,1,25920,1,1,0,,1,2608,1,0,0,0,0,0,0
1184,SILVER,7,1,22232,0,1,1,EARTH_DRAGON,1,1492,0,1,0,0,0,1,0
1185,SILVER,16,1,26277,0,0,1,AIR_DRAGON,1,6741,1,1,0,0,1,0,1
1186,SILVER,9,1,24516,1,1,1,AIR_DRAGON,0,3817,0,1,0,0,1,0,1
1187,SILVER,15,1,24754,0,1,1,EARTH_DRAGON,0,2126,0,1,0,0,0,1,1
1188,SILVER,1,1,18255,0,0,0,,0,-10333,0,0,0,0,0,0,0
1189,SILVER,9,0,22398,0,0,0,,1,-3740,1,0,0,0,0,0,1
1190,SILVER,10,1,22215,0,0,0,,0,-2050,0,0,0,0,0,0,0
1191,SILVER,7,1,22327,1,1,0,,1,2966,1,1,1,0,0,0,1
1192,SILVER,10,1,22007,0,0,0,,0,-2075,0,0,0,0,0,0,1
1193,SILVER,14,0,23354,0,0,0,,1,-4346,1,0,0,0,0,0,0
1194,SILVER,10,1,23392,0,1,0,,0,1279,0,0,0,0,0,0,1
1195,SILVER,6,1,22208,1,1,1,AIR_DRAGON,0,1360,0,2,0,1,1,0,0
1196,SILVER,9,1,23311,1,1,1,EARTH_DRAGON,1,2075,1,1,0,0,0,1,1
1197,SILVER,12,0,22713,0,0,0,,0,-423,0,1,0,1,0,0,0
1198,SILVER,12,1,23794,1,1,0,,1,1785,1,0,0,0,0,0,0
1199,SILVER,10,1,21956,0,0,0,,0,-1438,0,0,0,0,0,0,1
1200,SILVER,13,1,25508,1,1,1,FIRE_DRAGON,1,5745,1,2,1,0,1,0,1
1201,SILVER,11,0,25238,2,1,0,,1,4236,0,0,0,0,0,0,1
1202,SILVER,15,1,26028,1,1,1,AIR_DRAGON,1,7037,0,1,0,0,1,0,1
1203,SILVER,11,0,24010,1,1,1,AIR_DRAGON,1,3032,1,2,0,1,1,0,1
1204,SILVER,5,0,20400,0,1,0,,0,-3037,0,0,0,0,0,0,1
1205,SILVER,15,1,27447,1,1,1,AIR_DRAGON,1,6671,0,1,0,0,1,0,1
1206,SILVER,10,1,22017,0,0,0,,0,-1097,0,0,0,0,0,0,0
1207,SILVER,13,0,23504,0,1,0,,0,-961,0,1,0,0,0,1,1
1208,SILVER,12,0,25626,1,0,0,,0,-471,0,0,0,0,0,0,0
1209,SILVER,10,1,23599,1,1,0,,0,-2507,0,0,0,0,0,0,0
1210,SILVER,15,1,25824,0,1,1,WATER_DRAGON,0,2107,0,1,0,1,0,0,1
1211,SILVER,9,1,22487,0,1,1,AIR_DRAGON,1,3894,0,1,0,0,1,0,1
1212,SILVER,5,1,20241,0,0,0,,1,-1659,1,0,0,0,0,0,0
1213,SILVER,10,0,22504,0,0,1,AIR_DRAGON,0,-1022,0,1,0,0,1,0,1
1214,SILVER,12,1,25286,1,1,1,AIR_DRAGON,1,4300,1,1,0,0,1,0,1
1215,SILVER,5,1,20061,0,0,0,,0,-6144,0,0,0,0,0,0,0
1216,SILVER,9,0,20625,0,0,1,AIR_DRAGON,0,-5908,0,1,0,0,1,0,1
1217,SILVER,12,1,25145,1,1,1,WATER_DRAGON,0,3769,0,1,0,1,0,0,1
1218,SILVER,17,1,28320,2,1,1,AIR_DRAGON,1,7521,1,1,0,0,1,0,1
1219,SILVER,7,0,21869,0,1,0,,1,1140,0,0,0,0,0,0,1
1220,SILVER,10,1,25357,1,1,1,WATER_DRAGON,1,6077,1,1,0,1,0,0,1
1221,SILVER,14,1,26421,1,1,0,,1,1516,1,0,0,0,0,0,1
1222,SILVER,8,0,22573,0,0,1,AIR_DRAGON,0,2799,0,1,0,0,1,0,1
1223,SILVER,13,1,24365,0,1,0,,0,1163,0,0,0,0,0,0,0
1224,SILVER,7,0,22296,0,0,0,,0,-1356,0,1,0,1,0,0,1
1225,SILVER,12,0,24763,0,0,1,FIRE_DRAGON,0,-294,0,1,1,0,0,0,0
1226,SILVER,11,0,24431,0,0,1,AIR_DRAGON,1,2731,1,1,0,0,1,0,0
1227,SILVER,7,1,21180,0,1,1,FIRE_DRAGON,0,-241,0,1,1,0,0,0,1
1228,SILVER,15,1,27408,2,1,0,,1,6674,1,1,1,0,0,0,1
1229,SILVER,2,1,19366,0,0,0,,0,-3263,0,1,0,1,0,0,1
1230,SILVER,11,0,25198,0,1,1,AIR_DRAGON,1,1378,0,1,0,0,1,0,1
1231,SILVER,2,0,17644,0,0,0,,0,-8728,0,0,0,0,0,0,0
1232,SILVER,8,0,21571,0,0,0,,0,-1234,0,0,0,0,0,0,0
1233,SILVER,7,1,21329,0,1,1,EARTH_DRAGON,0,774,0,1,0,0,0,1,0
1234,SILVER,6,0,21166,0,0,1,EARTH_DRAGON,0,-2237,0,1,0,0,0,1,1
1235,SILVER,2,0,19315,0,0,0,,0,-3131,0,0,0,0,0,0,1
1236,SILVER,13,1,24564,1,1,0,,1,4348,0,0,0,0,0,0,1
1237,SILVER,12,1,25584,0,0,1,AIR_DRAGON,0,2569,0,2,0,0,1,1,1
1238,SILVER,11,1,24245,0,1,1,AIR_DRAGON,0,2467,0,1,0,0,1,0,1
1239,SILVER,8,0,21151,0,0,0,,1,-1424,1,0,0,0,0,0,0
1240,SILVER,6,1,21135,0,0,0,,0,-626,0,0,0,0,0,0,1
1241,SILVER,12,1,25490,1,1,1,FIRE_DRAGON,1,4917,1,1,1,0,0,0,1
1242,SILVER,8,1,21658,0,0,1,FIRE_DRAGON,0,-1444,0,1,1,0,0,0,1
1243,SILVER,12,1,25314,1,1,1,FIRE_DRAGON,0,5214,0,1,1,0,0,0,1
1244,SILVER,10,0,22924,1,1,1,AIR_DRAGON,1,-2556,1,1,0,0,1,0,1
1245,SILVER,8,0,20979,0,0,1,,0,-1283,0,0,0,0,0,0,0
1246,SILVER,14,1,24444,0,1,0,,1,3340,0,0,0,0,0,0,1
1247,SILVER,5,0,18344,0,0,0,,0,-7799,0,0,0,0,0,0,0
1248,SILVER,11,1,24183,1,1,1,WATER_DRAGON,1,2558,1,1,0,1,0,0,1
1249,SILVER,4,0,20568,0,0,1,WATER_DRAGON,1,-2349,1,2,1,1,0,0,1
1250,SILVER,9,1,23021,1,1,1,EARTH_DRAGON,1,1129,1,1,0,0,0,1,0
1251,SILVER,15,0,24007,0,1,0,,0,-1817,0,0,0,0,0,0,1
1252,SILVER,15,1,25797,1,1,0,,0,4531,0,0,0,0,0,0,1
1253,SILVER,6,1,21409,0,0,1,AIR_DRAGON,0,-1797,0,2,0,1,1,0,0
1254,SILVER,10,0,22990,0,0,0,,0,-6659,0,0,0,0,0,0,0
1255,SILVER,8,1,25930,3,1,1,AIR_DRAGON,1,6831,1,2,1,0,1,0,1
1256,SILVER,6,0,21446,1,1,0,,1,-2937,1,0,0,0,0,0,0
1257,SILVER,9,1,23098,0,1,1,WATER_DRAGON,0,4121,0,1,0,1,0,0,1
1258,SILVER,16,0,25815,0,1,0,,1,-361,1,0,0,0,0,0,1
1259,SILVER,7,0,21495,0,0,1,WATER_DRAGON,0,-533,0,1,0,1,0,0,0
1260,SILVER,15,0,27505,2,1,0,,1,5592,1,0,0,0,0,0,1
1261,SILVER,12,0,23529,0,0,0,,0,-4074,0,0,0,0,0,0,0
1262,SILVER,10,1,23821,0,0,0,,0,756,0,0,0,0,0,0,1
1263,SILVER,9,1,23812,1,1,1,WATER_DRAGON,1,3648,1,1,0,1,0,0,1
1264,SILVER,5,0,20030,0,0,1,WATER_DRAGON,0,-6159,0,1,0,1,0,0,0
1265,SILVER,5,0,18298,0,0,0,,0,-9249,0,0,0,0,0,0,0
1266,SILVER,9,0,20120,0,0,0,,1,-5388,1,0,0,0,0,0,0
1267,SILVER,8,0,21883,0,0,0,,0,-2681,0,0,0,0,0,0,0
1268,SILVER,5,0,18842,0,0,0,,0,-11668,0,0,0,0,0,0,0
1269,SILVER,9,0,23363,1,1,1,AIR_DRAGON,1,-148,1,1,0,0,1,0,0
1270,SILVER,14,0,23924,0,1,1,FIRE_DRAGON,1,2844,1,2,1,1,0,0,1
1271,SILVER,7,0,21283,0,0,0,,1,-3891,1,0,0,0,0,0,0
1272,SILVER,9,1,22826,0,1,0,,1,989,1,0,0,0,0,0,1
1273,SILVER,6,0,19381,0,0,1,EARTH_DRAGON,0,-9800,0,1,0,0,0,1,0
1274,SILVER,13,0,24539,0,1,1,WATER_DRAGON,0,1709,0,1,0,1,0,0,1
1275,SILVER,7,1,25540,0,1,1,FIRE_DRAGON,1,4135,1,1,1,0,0,0,1
1276,SILVER,11,0,23291,0,1,1,FIRE_DRAGON,1,1416,0,1,1,0,0,0,1
1277,SILVER,12,0,23533,0,0,0,,0,-1179,0,0,0,0,0,0,0
1278,SILVER,7,1,22655,1,0,0,,0,-1815,0,0,0,0,0,0,0
1279,SILVER,5,1,22671,1,1,1,FIRE_DRAGON,1,-3232,1,2,1,0,1,0,1
1280,SILVER,11,0,24517,0,1,0,,1,-2546,1,0,0,0,0,0,0
1281,SILVER,7,1,20083,0,0,0,,0,-4611,0,0,0,0,0,0,1
1282,SILVER,10,0,22387,0,0,1,FIRE_DRAGON,1,-2152,1,1,1,0,0,0,1
1283,SILVER,9,1,21042,0,1,0,,0,-237,0,0,0,0,0,0,0
1284,SILVER,11,0,21991,0,0,1,,0,-1632,0,0,0,0,0,0,1
1285,SILVER,11,1,24610,1,0,0,,1,1277,1,0,0,0,0,0,0
1286,SILVER,3,1,5570,0,0,0,,0,1053,0,0,0,0,0,0,1
1287,SILVER,8,0,22782,0,1,0,,1,-116,1,0,0,0,0,0,0
1288,SILVER,8,0,22673,0,0,1,FIRE_DRAGON,1,1304,0,1,1,0,0,0,1
1289,SILVER,11,1,24889,1,1,0,,1,673,1,0,0,0,0,0,0
1290,SILVER,16,0,25226,1,1,1,WATER_DRAGON,0,4059,0,1,0,1,0,0,1
1291,SILVER,9,1,23801,1,1,1,EARTH_DRAGON,1,4528,1,1,0,0,0,1,1
1292,SILVER,10,1,24319,0,0,1,EARTH_DRAGON,1,361,1,1,0,0,0,1,1
1293,SILVER,3,0,18704,0,0,0,,0,-9721,0,0,0,0,0,0,0
1294,SILVER,0,0,4599,0,0,0,,0,92,0,0,0,0,0,0,1
1295,SILVER,10,0,23226,0,0,1,EARTH_DRAGON,0,4268,0,1,0,0,0,1,1
1296,SILVER,8,0,24256,1,1,0,,1,1656,1,0,0,0,0,0,1
1297,SILVER,16,1,28608,3,1,1,WATER_DRAGON,1,10355,1,1,0,1,0,0,1
1298,SILVER,10,0,23103,1,0,1,EARTH_DRAGON,0,-2646,0,1,0,0,0,1,0
1299,SILVER,10,1,23334,0,1,0,,1,4508,1,1,0,0,1,0,1
1300,SILVER,9,0,21607,0,0,0,,0,1652,0,0,0,0,0,0,1
1301,SILVER,9,0,22431,0,1,0,,1,-1036,1,0,0,0,0,0,1
1302,SILVER,4,1,21132,0,0,0,,0,-4364,0,0,0,0,0,0,0
1303,SILVER,9,1,22735,0,1,1,,0,1437,0,0,0,0,0,0,1
1304,SILVER,11,0,23616,1,1,0,,1,-328,1,0,0,0,0,0,0
1305,SILVER,10,1,23638,0,0,1,EARTH_DRAGON,1,-874,1,1,0,0,0,1,0
1306,SILVER,7,1,19781,0,0,0,,0,-7588,0,0,0,0,0,0,0
1307,SILVER,9,0,20614,0,0,0,,0,-4052,0,0,0,0,0,0,1
1308,SILVER,4,0,17857,0,0,0,,0,-14426,0,0,0,0,0,0,0
1309,SILVER,12,0,23927,0,0,0,,0,-589,0,0,0,0,0,0,1
1310,SILVER,19,1,31952,2,1,1,AIR_DRAGON,1,11736,1,1,0,0,1,0,1
1311,SILVER,7,1,23197,1,1,1,AIR_DRAGON,1,3268,1,1,0,0,1,0,1
1312,SILVER,9,0,22875,1,1,0,,0,1277,0,0,0,0,0,0,1
1313,SILVER,12,1,22464,0,1,1,WATER_DRAGON,1,3168,1,2,0,1,0,1,1
1314,SILVER,6,1,21482,0,1,1,FIRE_DRAGON,0,-605,0,2,1,1,0,0,1
1315,SILVER,12,0,25031,1,1,1,AIR_DRAGON,1,1300,0,1,0,0,1,0,1
1316,SILVER,10,1,21880,0,0,0,,0,-1408,0,0,0,0,0,0,0
1317,SILVER,17,1,26469,0,0,1,WATER_DRAGON,0,5904,0,1,0,1,0,0,1
1318,SILVER,14,1,28394,2,1,0,,1,5918,0,0,0,0,0,0,1
1319,SILVER,6,0,20859,0,0,1,EARTH_DRAGON,0,-5029,0,1,0,0,0,1,0
1320,SILVER,8,0,20526,0,0,0,,0,-5039,0,0,0,0,0,0,0
1321,SILVER,6,0,22377,0,1,1,EARTH_DRAGON,1,-1569,1,2,1,0,0,1,1
1322,SILVER,6,1,19806,0,0,0,,0,-6252,0,0,0,0,0,0,0
1323,SILVER,2,0,17344,0,0,0,,0,-8747,0,0,0,0,0,0,0
1324,SILVER,6,0,19596,0,0,1,AIR_DRAGON,0,-3925,0,1,0,0,1,0,0
1325,SILVER,8,1,22300,0,0,1,EARTH_DRAGON,1,304,1,1,0,0,0,1,0
1326,SILVER,7,1,20297,0,0,1,EARTH_DRAGON,0,-1470,0,1,0,0,0,1,1
1327,SILVER,8,0,22039,0,0,0,,0,-21,0,0,0,0,0,0,0
1328,SILVER,8,1,22202,1,1,0,,1,-1238,1,0,0,0,0,0,1
1329,SILVER,10,1,21941,0,0,0,,1,595,0,0,0,0,0,0,0
1330,SILVER,16,1,26262,0,1,1,AIR_DRAGON,0,4907,0,1,0,0,1,0,0
1331,SILVER,17,0,26007,0,1,1,AIR_DRAGON,1,5145,0,2,0,1,1,0,1
1332,SILVER,6,0,21686,0,0,0,,0,-3474,0,1,0,0,1,0,1
1333,SILVER,17,1,28145,1,1,1,WATER_DRAGON,1,7498,0,2,0,1,1,0,1
1334,SILVER,8,1,21795,0,0,1,EARTH_DRAGON,1,-610,1,1,0,0,0,1,0
1335,SILVER,9,0,23605,0,0,1,AIR_DRAGON,1,2379,0,1,0,0,1,0,1
1336,SILVER,13,1,26846,1,1,1,FIRE_DRAGON,1,4751,1,2,1,0,1,0,1
1337,SILVER,11,1,25271,1,1,0,,1,4358,1,0,0,0,0,0,1
1338,SILVER,12,0,22654,0,0,1,WATER_DRAGON,1,-799,1,1,0,1,0,0,1
1339,SILVER,12,0,24891,1,1,1,EARTH_DRAGON,1,3163,1,1,0,0,0,1,1
1340,SILVER,15,1,28016,3,1,1,AIR_DRAGON,1,7882,1,1,0,0,1,0,1
1341,SILVER,6,1,21042,0,0,0,,0,-5114,0,0,0,0,0,0,0
1342,SILVER,9,0,22396,1,1,0,,1,93,1,0,0,0,0,0,0
1343,SILVER,6,1,22595,0,1,1,FIRE_DRAGON,1,-612,1,1,1,0,0,0,0
1344,SILVER,10,1,24844,1,1,1,,1,2612,1,0,0,0,0,0,1
1345,SILVER,16,1,27042,1,1,1,FIRE_DRAGON,1,5123,0,1,1,0,0,0,0
1346,SILVER,8,0,21853,0,0,1,WATER_DRAGON,0,-2907,0,1,0,1,0,0,0
1347,SILVER,10,0,24873,0,1,1,WATER_DRAGON,1,4897,1,2,1,1,0,0,1
1348,SILVER,11,0,21307,0,0,0,,0,-4036,0,0,0,0,0,0,0
1349,SILVER,5,1,22562,1,1,1,FIRE_DRAGON,0,-375,0,1,1,0,0,0,0
1350,SILVER,3,0,19697,0,0,0,,0,-6881,0,0,0,0,0,0,1
1351,SILVER,18,1,28989,2,1,0,,0,10051,0,0,0,0,0,0,1
1352,SILVER,10,1,26164,3,1,0,,0,6264,0,0,0,0,0,0,0
1353,SILVER,4,0,19561,0,0,1,AIR_DRAGON,0,-2822,0,1,0,0,1,0,1
1354,SILVER,11,1,23379,0,0,0,,1,-2935,1,0,0,0,0,0,0
1355,SILVER,3,0,20700,0,0,1,WATER_DRAGON,0,-1049,0,1,0,1,0,0,1
1356,SILVER,4,0,19758,0,0,0,,1,-3296,1,0,0,0,0,0,0
1357,SILVER,3,0,19226,0,0,1,AIR_DRAGON,0,-7010,0,1,0,0,1,0,0
1358,SILVER,8,1,24166,0,1,1,FIRE_DRAGON,1,4722,0,2,1,0,1,0,1
1359,SILVER,7,0,21266,0,0,1,EARTH_DRAGON,0,-893,0,1,0,0,0,1,1
1360,SILVER,10,0,23162,0,1,0,,1,-443,1,0,0,0,0,0,1
1361,SILVER,10,1,23917,0,0,1,WATER_DRAGON,0,661,0,1,0,1,0,0,1
1362,SILVER,8,1,22142,0,1,0,,1,-369,1,0,0,0,0,0,1
1363,SILVER,6,0,22252,0,0,1,FIRE_DRAGON,0,-2765,0,1,1,0,0,0,0
1364,SILVER,4,0,22173,1,1,0,,1,1844,1,0,0,0,0,0,1
1365,SILVER,13,0,24398,1,1,1,WATER_DRAGON,1,1110,1,1,0,1,0,0,1
1366,SILVER,9,1,23670,0,1,1,FIRE_DRAGON,0,3695,0,1,1,0,0,0,1
1367,SILVER,2,0,16547,0,0,1,AIR_DRAGON,0,-11602,0,1,0,0,1,0,0
1368,SILVER,10,1,23540,0,1,1,EARTH_DRAGON,1,1827,1,1,0,0,0,1,0
1369,SILVER,14,1,24270,0,1,1,EARTH_DRAGON,1,2568,1,1,0,0,0,1,0
1370,SILVER,12,0,23797,0,0,1,WATER_DRAGON,1,-976,1,1,0,1,0,0,1
1371,SILVER,2,1,5533,0,0,0,,0,1128,0,0,0,0,0,0,1
1372,SILVER,7,1,7454,0,0,0,,0,3784,0,0,0,0,0,0,1
1373,SILVER,10,1,25254,1,1,0,,1,4334,1,0,0,0,0,0,1
1374,SILVER,18,1,27170,0,1,0,,1,3155,0,0,0,0,0,0,1
1375,SILVER,16,0,25209,0,1,1,FIRE_DRAGON,0,5264,0,1,1,0,0,0,1
1376,SILVER,8,1,25591,1,1,1,,1,7502,1,0,0,0,0,0,1
1377,SILVER,10,1,23841,0,1,0,,0,-219,0,0,0,0,0,0,0
1378,SILVER,7,0,23364,1,1,0,,1,1292,1,0,0,0,0,0,0
1379,SILVER,16,0,28028,3,1,1,EARTH_DRAGON,1,13157,1,1,0,0,0,1,1
1380,SILVER,16,0,24968,0,1,1,EARTH_DRAGON,1,3391,0,1,0,0,0,1,1
1381,SILVER,7,0,20284,0,0,0,,0,-6144,0,0,0,0,0,0,0
1382,SILVER,12,1,25055,1,1,1,EARTH_DRAGON,1,2506,1,1,0,0,0,1,1
1383,SILVER,12,1,26153,1,1,1,WATER_DRAGON,0,4180,0,2,1,1,0,0,1
1384,SILVER,15,1,27108,1,1,1,,1,5994,0,0,0,0,0,0,1
1385,SILVER,8,0,22194,0,0,1,AIR_DRAGON,0,-1098,0,1,0,0,1,0,0
1386,SILVER,9,1,22110,0,0,1,AIR_DRAGON,1,-1699,0,1,0,0,1,0,1
1387,SILVER,7,1,21389,0,0,1,FIRE_DRAGON,0,-2201,0,1,1,0,0,0,1
1388,SILVER,14,1,25414,0,1,0,,1,5468,1,0,0,0,0,0,1
1389,SILVER,13,0,24639,0,0,1,WATER_DRAGON,0,1605,0,1,0,1,0,0,1
1390,SILVER,11,1,22693,0,0,1,AIR_DRAGON,0,-1719,0,1,0,0,1,0,1
1391,SILVER,6,0,20791,0,0,0,,0,-1525,0,1,0,0,1,0,1
1392,SILVER,10,1,22968,0,1,1,FIRE_DRAGON,0,2563,0,1,1,0,0,0,1
1393,SILVER,0,0,4689,0,0,0,,0,363,0,0,0,0,0,0,1
1394,SILVER,9,1,23715,0,1,1,EARTH_DRAGON,1,3853,1,2,1,0,0,1,1
1395,SILVER,5,0,20789,0,1,0,,1,-1352,0,0,0,0,0,0,1
1396,SILVER,5,0,20751,0,0,0,,1,-4082,1,0,0,0,0,0,0
1397,SILVER,7,1,21306,0,1,0,,1,715,1,1,0,0,1,0,0
1398,SILVER,8,1,20785,0,0,0,,0,-5168,0,0,0,0,0,0,0
1399,SILVER,10,0,23448,0,1,1,FIRE_DRAGON,1,500,0,1,1,0,0,0,1
1400,SILVER,4,0,18632,0,0,0,,0,-9302,0,0,0,0,0,0,0
1401,SILVER,6,0,20910,0,0,0,,1,-8312,1,0,0,0,0,0,0
1402,SILVER,6,1,19864,0,0,0,,0,-1353,0,0,0,0,0,0,0
1403,SILVER,9,0,23208,0,0,0,,0,1440,0,0,0,0,0,0,1
1404,SILVER,7,1,24412,0,1,0,,1,4484,1,0,0,0,0,0,1
1405,SILVER,11,0,22996,0,0,0,,0,-7079,0,0,0,0,0,0,1
1406,SILVER,9,1,22792,1,1,1,FIRE_DRAGON,1,2761,1,1,1,0,0,0,0
1407,SILVER,12,0,24441,0,1,0,,1,2178,0,1,1,0,0,0,1
1408,SILVER,8,0,20540,0,0,0,,0,-1708,0,0,0,0,0,0,0
1409,SILVER,7,0,20660,0,0,1,AIR_DRAGON,0,-3184,0,1,0,0,1,0,0
1410,SILVER,3,1,19976,0,0,0,,0,-7327,0,0,0,0,0,0,0
1411,SILVER,8,0,21543,0,0,0,,0,-883,0,0,0,0,0,0,0
1412,SILVER,9,0,21552,0,1,0,,1,-2252,1,0,0,0,0,0,1
1413,SILVER,10,1,21402,0,0,1,AIR_DRAGON,0,-4158,0,1,0,0,1,0,0
1414,SILVER,10,1,23807,0,0,0,,1,1393,0,0,0,0,0,0,0
1415,SILVER,6,0,20481,0,0,0,,0,-2498,0,0,0,0,0,0,0
1416,SILVER,14,0,24575,0,1,1,AIR_DRAGON,0,2394,0,1,0,0,1,0,0
1417,SILVER,10,1,21565,0,0,1,AIR_DRAGON,0,-6673,0,1,0,0,1,0,0
1418,SILVER,11,0,25888,1,1,1,FIRE_DRAGON,1,2282,1,1,1,0,0,0,1
1419,SILVER,7,0,21938,0,0,1,WATER_DRAGON,1,-1823,1,1,0,1,0,0,0
1420,SILVER,12,1,22585,0,0,0,,0,-2811,0,0,0,0,0,0,0
1421,SILVER,10,1,24921,1,1,1,FIRE_DRAGON,1,3042,1,1,1,0,0,0,1
1422,SILVER,15,1,25859,0,1,0,,1,1292,0,0,0,0,0,0,0
1423,SILVER,10,0,26378,1,1,0,,1,3438,1,0,0,0,0,0,0
1424,SILVER,7,0,21894,0,0,0,,0,-7045,0,0,0,0,0,0,0
1425,SILVER,6,1,23012,0,1,1,AIR_DRAGON,1,1891,1,1,0,0,1,0,0
1426,SILVER,7,1,22913,0,0,0,,0,-3758,0,0,0,0,0,0,1
1427,SILVER,12,0,25343,0,1,1,WATER_DRAGON,1,3782,1,1,0,1,0,0,1
1428,SILVER,16,1,30152,3,1,1,EARTH_DRAGON,1,13241,1,1,0,0,0,1,1
1429,SILVER,8,0,22929,0,0,1,FIRE_DRAGON,0,-6772,0,1,1,0,0,0,0
1430,SILVER,6,0,21033,0,0,0,,0,-1607,0,0,0,0,0,0,0
1431,SILVER,15,1,25978,0,1,1,AIR_DRAGON,1,2644,0,1,0,0,1,0,1
1432,SILVER,12,1,23715,0,1,1,FIRE_DRAGON,1,4093,0,1,1,0,0,0,1
1433,SILVER,11,1,22642,0,1,0,,1,-3115,1,0,0,0,0,0,0
1434,SILVER,7,0,21838,0,1,1,,0,-906,0,0,0,0,0,0,1
1435,SILVER,10,1,23548,0,0,0,,0,-5650,0,1,0,0,0,1,0
1436,SILVER,8,1,22277,0,0,1,AIR_DRAGON,0,-8017,0,1,0,0,1,0,0
1437,SILVER,7,1,22018,0,1,0,,1,-3104,1,0,0,0,0,0,0
1438,SILVER,7,1,23026,0,1,1,EARTH_DRAGON,1,2335,0,1,0,0,0,1,1
1439,SILVER,12,1,23123,0,0,1,,0,72,0,0,0,0,0,0,1
1440,SILVER,9,0,23129,0,0,1,AIR_DRAGON,0,-740,0,1,0,0,1,0,0
1441,SILVER,8,0,21787,0,0,1,EARTH_DRAGON,0,-4344,0,2,1,0,0,1,0
1442,SILVER,9,0,22261,0,1,0,,0,-914,0,0,0,0,0,0,0
1443,SILVER,11,1,24613,2,0,0,,1,-1542,1,0,0,0,0,0,0
1444,SILVER,8,0,22487,0,0,1,EARTH_DRAGON,0,98,0,1,0,0,0,1,0
1445,SILVER,9,1,23450,1,1,0,,1,1174,1,0,0,0,0,0,0
1446,SILVER,3,0,19150,0,0,1,,0,-817,0,0,0,0,0,0,0
1447,SILVER,15,1,25907,1,1,1,EARTH_DRAGON,1,5711,1,1,0,0,0,1,1
1448,SILVER,7,0,24423,1,1,1,WATER_DRAGON,1,1711,0,1,0,1,0,0,0
1449,SILVER,15,1,25707,0,0,0,,0,307,0,1,0,1,0,0,1
1450,SILVER,17,1,27312,0,1,1,WATER_DRAGON,1,4685,1,1,0,1,0,0,1
1451,SILVER,7,0,21746,0,0,1,AIR_DRAGON,0,-2179,0,1,0,0,1,0,1
1452,SILVER,12,0,22611,0,0,0,,1,91,1,0,0,0,0,0,0
1453,SILVER,15,1,27100,2,1,1,AIR_DRAGON,1,1971,1,1,0,0,1,0,0
1454,SILVER,12,0,24391,0,1,0,,1,2604,1,0,0,0,0,0,1
1455,SILVER,14,1,26426,1,1,0,,1,3057,1,0,0,0,0,0,0
1456,SILVER,14,1,26203,1,1,0,,1,4172,0,0,0,0,0,0,0
1457,SILVER,17,1,27920,1,1,0,,1,8278,1,1,0,1,0,0,1
1458,SILVER,14,1,26198,1,0,0,,0,2785,0,1,0,0,1,0,1
1459,SILVER,10,0,22114,0,0,0,,0,-2155,0,0,0,0,0,0,1
